subject_id,swiss cheese score, parent CTX image, center latitude, center longitude
487350,0.810,"P13_006229_0951_XN_84S014W",-85.76,352.85
1042117,0.810,"P13_006176_0935_XN_86S350W",-86.58,7.05
487083,0.809,"P13_006229_0951_XN_84S014W",-86.16,353.93
1042113,0.808,"P13_006176_0935_XN_86S350W",-86.75,10.10
487500,0.808,"P13_006229_0951_XN_84S014W",-86.66,10.44
1040012,0.808,"G14_023833_0926_XN_87S017W",-87.61,341.77
484134,0.808,"P13_005941_0947_XI_85S065W",-86.60,317.06
1040061,0.808,"G14_023833_0926_XN_87S017W",-87.22,340.22
1491819,0.808,"G14_023835_0906_XN_89S050W",-89.38,337.05
1501146,0.807,"D14_032523_0954_XN_84S045W",-84.68,316.16
1320405,0.807,"P13_006005_0947_XN_85S015W",-85.80,346.22
1042116,0.807,"P13_006176_0935_XN_86S350W",-86.62,7.78
1040521,0.806,"P13_006123_0953_XN_84S001W",-86.17,14.98
1042149,0.805,"P13_006176_0935_XN_86S350W",-86.62,9.29
1042188,0.805,"P13_006176_0935_XN_86S350W",-86.36,6.45
1040028,0.804,"G14_023833_0926_XN_87S017W",-87.37,337.44
1492646,0.804,"D14_032656_0959_XI_84S078W",-84.26,281.28
484178,0.804,"P13_005941_0947_XI_85S065W",-84.69,291.39
1042231,0.804,"P13_006176_0935_XN_86S350W",-85.91,1.69
487156,0.804,"P13_006229_0951_XN_84S014W",-86.72,4.32
1492686,0.803,"D14_032511_0959_XI_84S078W",-84.38,280.44
1040039,0.803,"G14_023833_0926_XN_87S017W",-87.32,338.40
484179,0.803,"P13_005941_0947_XI_85S065W",-84.64,291.03
488747,0.803,"G14_023807_0886_XN_88S313W",-88.45,44.84
1514585,0.802,"D14_032511_0959_XI_84S078W",-84.18,281.61
1320604,0.801,"P13_006005_0947_XN_85S015W",-85.92,350.95
1070701,0.801,"D14_032790_0933_XN_86S110W",-86.82,249.05
1514571,0.801,"D14_032656_0959_XI_84S078W",-84.33,282.44
1042296,0.800,"P13_006176_0935_XN_86S350W",-85.96,4.79
483907,0.800,"P13_005941_0947_XI_85S065W",-84.78,288.63
1044316,0.800,"D14_032666_0916_XN_88S350W",-88.78,11.60
1040057,0.800,"G14_023833_0926_XN_87S017W",-87.36,344.30
1040015,0.798,"G14_023833_0926_XN_87S017W",-87.50,338.47
1492637,0.798,"D14_032656_0959_XI_84S078W",-84.18,280.15
1043016,0.798,"G14_023728_0958_XI_84S057W",-84.37,303.87
1320751,0.798,"P13_006005_0947_XN_85S015W",-85.31,346.84
1320482,0.798,"P13_006005_0947_XN_85S015W",-85.31,342.94
487154,0.797,"P13_006229_0951_XN_84S014W",-86.80,5.98
1042215,0.797,"P13_006176_0935_XN_86S350W",-86.59,12.30
1044422,0.795,"D14_032666_0916_XN_88S350W",-88.49,12.46
1042258,0.794,"P13_006176_0935_XN_86S350W",-86.18,6.58
483972,0.794,"P13_005941_0947_XI_85S065W",-84.90,290.32
1040021,0.792,"G14_023833_0926_XN_87S017W",-87.63,345.08
1501157,0.792,"D14_032523_0954_XN_84S045W",-84.64,316.75
1040789,0.792,"D14_032510_0963_XN_83S054W",-83.53,302.78
487678,0.792,"P13_006167_0931_XN_86S092W",-86.80,267.71
1043488,0.790,"D14_032682_0925_XN_87S066W",-87.67,299.14
487086,0.790,"P13_006229_0951_XN_84S014W",-86.02,352.26
1040178,0.789,"P13_006123_0953_XN_84S001W",-86.13,9.02
1514566,0.789,"D14_032656_0959_XI_84S078W",-84.15,280.73
487253,0.788,"P13_006229_0951_XN_84S014W",-86.26,357.85
1042192,0.787,"P13_006176_0935_XN_86S350W",-86.18,3.88
487160,0.787,"P13_006229_0951_XN_84S014W",-86.56,1.22
487622,0.787,"P13_006167_0931_XN_86S092W",-87.12,270.99
487187,0.787,"P13_006229_0951_XN_84S014W",-85.29,346.51
484175,0.785,"P13_005941_0947_XI_85S065W",-84.84,292.52
1040257,0.784,"P13_006123_0953_XN_84S001W",-86.44,14.90
1492677,0.783,"D14_032656_0959_XI_84S078W",-84.11,282.72
1492636,0.781,"D14_032656_0959_XI_84S078W",-84.23,280.42
1042191,0.779,"P13_006176_0935_XN_86S350W",-86.23,4.50
487621,0.778,"P13_006167_0931_XN_86S092W",-87.14,272.08
487513,0.778,"P13_006229_0951_XN_84S014W",-86.16,0.62
1044329,0.777,"D14_032666_0916_XN_88S350W",-88.62,7.88
1492678,0.776,"D14_032656_0959_XI_84S078W",-84.06,282.43
487672,0.775,"P13_006167_0931_XN_86S092W",-86.96,273.69
1514591,0.773,"D14_032511_0959_XI_84S078W",-84.25,282.77
487599,0.772,"P13_006167_0931_XN_86S092W",-86.87,258.89
487169,0.771,"P13_006229_0951_XN_84S014W",-86.17,355.26
488738,0.771,"G14_023807_0886_XN_88S313W",-88.57,42.53
484082,0.769,"P13_005941_0947_XI_85S065W",-86.05,304.38
1040059,0.769,"G14_023833_0926_XN_87S017W",-87.29,342.21
1492694,0.767,"D14_032511_0959_XI_84S078W",-84.35,281.03
1040339,0.767,"P13_006123_0953_XN_84S001W",-86.59,19.36
488742,0.766,"G14_023807_0886_XN_88S313W",-88.69,33.58
484033,0.766,"P13_005941_0947_XI_85S065W",-85.22,293.74
1042159,0.766,"P13_006176_0935_XN_86S350W",-86.18,2.53
1040181,0.766,"P13_006123_0953_XN_84S001W",-85.99,7.33
1491835,0.765,"G14_023835_0906_XN_89S050W",-89.28,311.18
487084,0.765,"P13_006229_0951_XN_84S014W",-86.12,353.36
487601,0.764,"P13_006167_0931_XN_86S092W",-87.28,274.95
1042817,0.763,"G14_023728_0958_XI_84S057W",-84.33,300.65
1040341,0.763,"P13_006123_0953_XN_84S001W",-86.51,17.81
1040029,0.762,"G14_023833_0926_XN_87S017W",-87.33,336.48
1492665,0.761,"D14_032656_0959_XI_84S078W",-84.20,282.44
1042974,0.760,"G14_023728_0958_XI_84S057W",-84.38,302.38
1514578,0.759,"D14_032511_0959_XI_84S078W",-84.32,281.61
1046056,0.758,"G13_023432_1026_XI_77S262W",-78.70,101.09
487656,0.758,"P13_006167_0931_XN_86S092W",-87.00,272.12
1058252,0.758,"P13_006290_1017_XN_78S258W",-78.54,101.14
1492697,0.758,"D14_032511_0959_XI_84S078W",-84.19,280.17
1514589,0.757,"D14_032511_0959_XI_84S078W",-84.36,283.39
484109,0.757,"P13_005941_0947_XI_85S065W",-84.78,291.17
1492647,0.757,"D14_032656_0959_XI_84S078W",-84.20,281.00
487243,0.757,"P13_006229_0951_XN_84S014W",-86.67,5.05
1058604,0.755,"P13_006290_1017_XN_78S258W",-78.24,102.13
1040091,0.754,"P13_006123_0953_XN_84S001W",-86.17,8.27
1040073,0.752,"G14_023833_0926_XN_87S017W",-87.13,340.11
1058338,0.752,"P13_006290_1017_XN_78S258W",-78.58,101.54
1040183,0.752,"P13_006123_0953_XN_84S001W",-85.89,6.27
1042112,0.752,"P13_006176_0935_XN_86S350W",-86.79,10.91
1042988,0.752,"G14_023728_0958_XI_84S057W",-84.67,304.78
1070708,0.751,"D14_032790_0933_XN_86S110W",-86.73,248.90
1042128,0.751,"P13_006176_0935_XN_86S350W",-86.08,0.06
1514583,0.751,"D14_032511_0959_XI_84S078W",-84.28,282.20
1319730,0.750,"G15_023927_0932_XI_86S057W",-86.98,301.38
1501098,0.749,"D14_032523_0954_XN_84S045W",-85.02,315.01
1501137,0.749,"D14_032523_0954_XN_84S045W",-84.61,314.89
483960,0.746,"P13_005941_0947_XI_85S065W",-85.50,295.34
1070921,0.745,"G13_023432_1026_XI_77S262W",-78.76,99.50
1514593,0.744,"D14_032511_0959_XI_84S078W",-84.14,282.17
1043483,0.742,"D14_032682_0925_XN_87S066W",-87.19,290.81
1042833,0.742,"G14_023728_0958_XI_84S057W",-84.57,302.62
487634,0.742,"P13_006167_0931_XN_86S092W",-86.73,259.49
483862,0.741,"P13_005941_0947_XI_85S065W",-86.82,314.65
1320585,0.741,"P13_006005_0947_XN_85S015W",-86.71,4.11
1492676,0.739,"D14_032656_0959_XI_84S078W",-84.16,283.01
1040072,0.737,"G14_023833_0926_XN_87S017W",-87.16,341.07
1510352,0.736,"P13_005958_1030_XI_77S195W",-77.77,165.16
1040180,0.734,"P13_006123_0953_XN_84S001W",-86.03,7.88
1040422,0.733,"P13_006123_0953_XN_84S001W",-86.68,23.33
488697,0.731,"G14_023807_0886_XN_88S313W",-88.93,43.22
483860,0.729,"P13_005941_0947_XI_85S065W",-86.88,316.51
1042234,0.729,"P13_006176_0935_XN_86S350W",-85.77,0.10
1492688,0.727,"D14_032511_0959_XI_84S078W",-84.27,279.87
1514586,0.723,"D14_032511_0959_XI_84S078W",-84.12,281.32
487170,0.723,"P13_006229_0951_XN_84S014W",-86.12,354.67
488695,0.722,"G14_023807_0886_XN_88S313W",-88.86,48.31
487076,0.718,"P13_006229_0951_XN_84S014W",-86.48,358.33
1043489,0.718,"D14_032682_0925_XN_87S066W",-87.62,298.31
483930,0.717,"P13_005941_0947_XI_85S065W",-86.76,315.28
1043051,0.716,"G14_023728_0958_XI_84S057W",-83.86,302.01
1514573,0.713,"D14_032656_0959_XI_84S078W",-84.12,281.31
1039956,0.713,"G14_023794_0952_XN_84S061W",-85.07,298.17
487437,0.713,"P13_006229_0951_XN_84S014W",-85.71,353.54
1042965,0.712,"G14_023728_0958_XI_84S057W",-84.76,304.46
483808,0.709,"P13_005941_0947_XI_85S065W",-86.32,302.97
1492703,0.708,"D14_032511_0959_XI_84S078W",-84.26,281.32
487271,0.707,"P13_006229_0951_XN_84S014W",-85.40,348.42
1040203,0.707,"P13_006123_0953_XN_84S001W",-84.88,357.90
1320410,0.706,"P13_006005_0947_XN_85S015W",-85.55,343.93
1058430,0.702,"P13_006290_1017_XN_78S258W",-78.27,101.49
1510512,0.700,"D14_032733_1028_XN_77S036W",-78.08,323.85
